user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,position_in_list
user_02543,movie_0872,2024-06-30,similar_users,0.923,20
user_01569,movie_0136,2025-11-15,trending,,4
user_08859,movie_0074,2025-02-04,personalized,0.452,20
user_06501,movie_0950,2024-01-28,new_releases,0.438,15
user_08102,movie_0313,2025-01-08,personalized,,4
user_00060,movie_0147,2024-07-28,personalized,,19
user_06375,movie_0868,2024-04-30,similar_users,0.523,20
user_00376,movie_0964,2025-08-03,trending,0.984,2
user_06520,movie_0760,2024-03-06,trending,0.237,5
user_06616,movie_0421,2025-08-23,similar_users,0.514,5
user_08635,movie_0255,2024-06-30,new_releases,0.735,3
user_04355,movie_0612,2025-03-07,similar_users,0.247,6
user_02543,movie_0815,2025-06-10,new_releases,0.702,14
user_04071,movie_0734,2024-04-04,new_releases,0.434,12
user_08397,movie_0625,2024-05-26,genre_based,0.525,1
user_09241,movie_0715,2024-10-03,genre_based,,15
user_00542,movie_0478,2024-08-14,personalized,0.219,1
user_01415,movie_0613,2025-10-27,personalized,0.831,3
user_04348,movie_0740,2025-02-03,new_releases,0.613,14
user_06041,movie_0403,2024-08-16,trending,,11
user_07363,movie_0504,2025-11-12,new_releases,0.891,15
user_03336,movie_0516,2025-11-14,new_releases,0.924,1
user_03181,movie_0217,2024-04-08,genre_based,0.997,11
user_00242,movie_0207,2025-07-20,personalized,0.227,11
user_08067,movie_0436,2025-12-30,trending,0.846,3
user_03738,movie_0569,2024-11-19,trending,0.469,1
user_08542,movie_0773,2025-06-10,trending,0.734,11
user_02851,movie_0587,2024-05-28,genre_based,0.86,1
user_08234,movie_0389,2025-05-19,trending,0.774,1
user_01644,movie_0559,2024-02-11,new_releases,0.609,19
user_02875,movie_0815,2025-03-18,trending,0.631,12
user_06167,movie_0362,2025-09-30,new_releases,0.841,8
user_00908,movie_0673,2024-10-29,genre_based,0.292,3
user_02990,movie_0626,2024-12-20,personalized,0.299,4
user_02431,movie_0597,2024-10-04,new_releases,0.161,13
user_01053,movie_0111,2024-05-31,genre_based,0.104,5
user_04760,movie_0617,2025-06-03,new_releases,0.132,6
user_02997,movie_0807,2024-01-07,genre_based,0.314,9
user_09419,movie_0581,2024-04-08,personalized,0.602,7
user_05629,movie_0266,2025-06-25,genre_based,0.611,6
user_09045,movie_0693,2025-11-26,genre_based,,12
user_00348,movie_0456,2024-10-27,genre_based,0.832,1
user_02519,movie_0027,2025-05-10,trending,0.2,8
user_06892,movie_0564,2025-03-22,similar_users,0.823,2
user_04645,movie_0307,2025-08-14,new_releases,0.665,10
user_01929,movie_0558,2025-08-27,similar_users,,1
user_06772,movie_0442,2024-02-09,new_releases,0.963,3
user_03704,movie_0052,2024-08-26,trending,0.514,8
user_07188,movie_0595,2025-02-26,trending,0.12,19
user_04874,movie_0593,2024-01-05,similar_users,0.433,10
user_00335,movie_0365,2024-08-06,personalized,0.17,2
user_03256,movie_0711,2025-01-20,personalized,0.314,2
user_08988,movie_0445,2025-08-30,personalized,0.581,12
user_07568,movie_0760,2024-01-17,new_releases,0.944,12
user_06305,movie_0031,2024-04-20,personalized,0.9,7
user_07093,movie_0981,2024-03-14,personalized,0.801,16
user_04048,movie_0015,2024-07-05,new_releases,0.65,20
user_00416,movie_0815,2025-10-17,similar_users,0.156,1
user_01143,movie_0563,2025-04-27,similar_users,0.444,5
user_03311,movie_0311,2024-03-20,trending,0.177,17
user_03150,movie_0065,2025-04-28,genre_based,0.478,14
user_07652,movie_0729,2025-04-06,genre_based,0.375,3
user_08458,movie_0330,2025-02-15,personalized,0.304,3
user_06402,movie_0700,2024-10-24,trending,0.825,7
user_06483,movie_0066,2024-07-19,new_releases,0.766,9
user_04488,movie_0336,2025-07-19,similar_users,0.66,17
user_02225,movie_0507,2025-01-08,new_releases,0.289,16
user_09391,movie_0116,2025-11-05,new_releases,0.58,2
user_04866,movie_0852,2024-06-16,trending,0.635,7
user_07250,movie_0051,2024-10-25,trending,0.219,13
user_09336,movie_0359,2025-01-20,similar_users,0.316,3
user_05924,movie_0488,2024-07-11,personalized,0.229,7
user_08489,movie_0201,2024-04-17,similar_users,0.905,6
user_02835,movie_0603,2025-02-15,genre_based,0.817,3
user_08866,movie_0465,2025-06-01,personalized,0.562,10
user_05589,movie_0665,2025-09-09,genre_based,0.941,15
user_07147,movie_0700,2024-02-18,trending,0.936,9
user_00274,movie_0343,2024-09-03,similar_users,0.649,4
user_04771,movie_0647,2025-01-13,personalized,0.847,9
user_02143,movie_0281,2024-09-29,trending,0.55,13
user_02546,movie_0067,2024-01-31,trending,0.22,4
user_00090,movie_0763,2024-10-19,personalized,0.655,2
user_03721,movie_0113,2025-06-30,trending,0.673,5
user_03039,movie_0677,2025-10-04,personalized,0.337,2
user_04491,movie_0788,2024-12-01,similar_users,0.791,6
user_08190,movie_0623,2025-09-15,similar_users,0.937,3
user_03139,movie_0730,2024-06-28,new_releases,0.445,16
user_06100,movie_0974,2024-02-23,personalized,0.278,17
user_02564,movie_0785,2024-07-20,new_releases,0.893,18
user_03237,movie_0322,2025-01-24,personalized,0.262,3
user_09170,movie_0446,2024-02-17,similar_users,0.558,15
user_07329,movie_0226,2025-07-17,personalized,0.946,18
user_04325,movie_0327,2025-09-20,similar_users,0.354,8
user_06357,movie_0990,2024-03-04,new_releases,0.746,16
user_07794,movie_0645,2024-05-25,genre_based,0.448,14
user_05914,movie_0041,2024-07-02,trending,0.12,2
user_01953,movie_0576,2024-12-12,similar_users,0.705,6
user_01906,movie_0314,2024-09-04,new_releases,0.509,20
user_08333,movie_0530,2024-10-20,trending,0.424,14
user_08396,movie_0368,2025-08-09,genre_based,0.486,17
user_07186,movie_0962,2024-11-22,similar_users,0.745,9
user_05878,movie_0202,2024-03-28,personalized,0.568,19
user_00962,movie_0207,2024-05-04,genre_based,0.769,2
user_02931,movie_0766,2024-10-28,similar_users,0.96,19
user_02259,movie_0304,2024-06-09,trending,0.816,18
user_06791,movie_0323,2025-04-18,trending,0.171,10
user_07830,movie_0169,2025-06-19,personalized,0.984,18
user_05843,movie_0966,2025-09-10,new_releases,0.11,15
user_09513,movie_0384,2024-03-20,new_releases,0.329,5
user_08929,movie_0137,2025-08-05,personalized,0.119,7
user_08844,movie_0196,2025-06-10,personalized,0.297,11
user_00996,movie_0393,2025-07-17,genre_based,0.393,15
user_00748,movie_0232,2025-07-23,similar_users,0.105,17
user_05274,movie_0169,2024-07-27,personalized,0.929,16
user_01015,movie_0062,2024-04-05,genre_based,0.678,20
user_07331,movie_0395,2025-11-29,similar_users,0.91,20
user_08470,movie_0805,2024-09-08,new_releases,0.18,15
user_08768,movie_0902,2024-09-20,genre_based,,10
user_03629,movie_0482,2025-01-26,similar_users,0.486,1
user_08567,movie_0949,2024-07-04,genre_based,0.437,17
user_08442,movie_0516,2025-05-10,genre_based,0.825,17
user_03800,movie_0181,2025-11-01,similar_users,0.578,19
user_02921,movie_0596,2025-05-19,genre_based,0.502,2
user_03269,movie_0545,2024-01-26,trending,,2
user_04040,movie_0609,2024-02-16,genre_based,0.566,6
user_09359,movie_0848,2025-07-30,new_releases,0.346,4
user_09611,movie_0345,2025-11-09,new_releases,0.4,7
user_05249,movie_0501,2024-11-24,new_releases,0.796,4
user_04053,movie_0743,2024-05-22,genre_based,0.538,20
user_07630,movie_0539,2025-07-02,genre_based,0.302,9
user_04279,movie_0550,2025-09-14,trending,0.351,10
user_04560,movie_0147,2024-01-24,similar_users,0.842,1
user_02013,movie_0500,2025-04-13,similar_users,0.829,5
user_01855,movie_0944,2025-01-31,personalized,0.728,5
user_06132,movie_0494,2025-06-08,genre_based,0.642,5
user_09496,movie_0932,2025-01-28,trending,,19
user_05894,movie_0127,2025-06-11,similar_users,0.621,12
user_00939,movie_0212,2025-09-10,personalized,0.269,15
user_00405,movie_0768,2024-07-09,new_releases,0.292,17
user_09387,movie_0287,2025-06-23,trending,0.707,20
user_08898,movie_0443,2024-09-09,genre_based,0.709,13
user_08510,movie_0858,2025-10-06,trending,0.512,17
user_07943,movie_0736,2024-10-29,trending,0.167,9
user_05581,movie_0549,2024-01-08,new_releases,0.839,2
user_02385,movie_0898,2024-07-21,genre_based,0.412,15
user_00145,movie_0428,2025-10-14,similar_users,,17
user_05806,movie_0461,2025-03-12,new_releases,0.427,12
user_07066,movie_0978,2025-04-21,similar_users,,4
user_07398,movie_0125,2024-06-03,personalized,0.211,2
user_05215,movie_0621,2025-06-17,new_releases,0.26,14
user_08703,movie_0443,2025-03-24,new_releases,0.563,17
user_04923,movie_0078,2024-01-28,genre_based,0.348,16
user_06839,movie_0978,2024-07-20,genre_based,0.643,16
user_05837,movie_0471,2024-03-02,trending,0.841,15
user_06387,movie_0555,2025-06-12,new_releases,0.136,10
user_00728,movie_0575,2025-03-22,genre_based,0.16,14
user_08115,movie_0556,2025-11-14,trending,0.639,8
user_07626,movie_0330,2025-11-22,personalized,0.785,18
user_08239,movie_0502,2025-02-18,personalized,0.818,14
user_01493,movie_0656,2024-01-13,similar_users,0.557,12
user_03776,movie_0723,2025-08-24,genre_based,0.626,8
user_00054,movie_0622,2025-03-26,genre_based,0.476,2
user_06935,movie_0921,2025-07-22,trending,0.348,1
user_08146,movie_0143,2024-03-16,personalized,0.168,19
user_02972,movie_0395,2025-02-22,similar_users,0.377,13
user_06599,movie_0340,2024-11-02,genre_based,0.322,10
user_07405,movie_0695,2024-11-29,genre_based,0.981,4
user_00074,movie_0109,2024-04-30,trending,0.75,6
user_02885,movie_0395,2025-01-27,new_releases,0.492,11
user_06953,movie_0683,2024-06-12,genre_based,0.359,12
user_08443,movie_0435,2025-04-30,new_releases,0.112,14
user_01570,movie_0648,2024-02-22,genre_based,0.51,20
user_04496,movie_0927,2025-06-23,similar_users,0.778,18
user_06861,movie_0817,2024-03-06,trending,0.184,11
user_04702,movie_0684,2025-04-15,genre_based,,3
user_01482,movie_0015,2024-09-13,similar_users,0.769,13
user_01510,movie_0866,2025-04-14,similar_users,0.161,1
user_02179,movie_0084,2025-12-03,similar_users,0.4,15
user_06437,movie_0895,2025-06-10,personalized,0.949,20
user_02729,movie_0095,2025-10-14,personalized,0.417,20
user_01952,movie_0448,2024-08-16,similar_users,0.27,1
user_07008,movie_0659,2024-08-12,personalized,0.845,10
user_01319,movie_0573,2025-11-30,personalized,0.574,20
user_01833,movie_0648,2025-06-07,similar_users,0.273,14
user_00659,movie_0303,2024-11-21,genre_based,0.873,19
user_06726,movie_0868,2024-08-27,new_releases,0.121,3
user_01617,movie_0711,2025-01-05,trending,0.945,9
user_09932,movie_0276,2025-01-05,new_releases,0.202,6
user_05041,movie_0055,2025-12-03,genre_based,0.524,8
user_07624,movie_0134,2025-08-06,genre_based,0.3,12
user_07282,movie_0188,2024-10-24,similar_users,,15
user_08194,movie_0994,2024-10-09,genre_based,,13
user_01851,movie_0342,2025-06-03,genre_based,0.57,15
user_09667,movie_0193,2025-05-13,genre_based,0.562,11
user_08625,movie_0881,2025-02-03,genre_based,,20
user_05290,movie_0733,2025-12-09,similar_users,0.576,4
user_06948,movie_0444,2025-11-21,genre_based,0.325,18
user_07731,movie_0506,2024-12-18,new_releases,0.912,13
user_09233,movie_0848,2025-05-26,trending,0.67,16
user_09758,movie_0958,2025-07-06,genre_based,0.492,5
user_06140,movie_0850,2025-07-02,trending,0.323,20
user_09405,movie_0033,2024-07-11,similar_users,0.139,19
user_03746,movie_0619,2024-07-28,personalized,0.459,9
user_02949,movie_0704,2025-06-06,new_releases,0.801,15
user_02525,movie_0173,2024-10-31,similar_users,0.109,19
user_04233,movie_0823,2025-06-28,personalized,0.989,12
user_06722,movie_0944,2024-09-14,new_releases,,6
user_09489,movie_0976,2024-10-20,personalized,0.625,5
user_00585,movie_0228,2024-06-07,genre_based,0.123,7
user_03802,movie_0481,2025-11-02,new_releases,0.861,2
user_08847,movie_0334,2025-03-30,genre_based,0.593,17
user_02473,movie_0958,2025-03-02,similar_users,0.372,16
user_03622,movie_0941,2024-10-30,genre_based,0.261,15
user_04496,movie_0156,2025-11-16,personalized,0.106,2
user_03071,movie_0322,2024-01-29,new_releases,0.157,20
user_07016,movie_0346,2025-05-13,personalized,0.424,6
user_00690,movie_0391,2025-01-12,genre_based,0.835,6
user_08556,movie_0237,2024-01-18,new_releases,,13
user_01143,movie_0007,2025-12-21,genre_based,0.503,3
user_05063,movie_0602,2025-10-23,trending,0.385,15
user_04141,movie_0222,2025-10-29,genre_based,0.45,10
user_06737,movie_0294,2025-04-29,new_releases,0.717,2
user_08058,movie_0079,2025-06-24,new_releases,0.258,1
user_03028,movie_0190,2025-08-15,genre_based,0.532,18
user_04302,movie_0920,2025-02-20,genre_based,0.654,20
user_06253,movie_0398,2025-08-21,personalized,0.436,13
user_09819,movie_0846,2025-12-05,similar_users,0.439,20
user_00278,movie_0360,2024-08-12,genre_based,0.7,3
user_01985,movie_0014,2025-09-23,similar_users,0.595,4
user_03118,movie_0083,2025-10-10,new_releases,0.651,6
user_09337,movie_0992,2025-02-09,trending,,4
user_03060,movie_0778,2025-05-02,genre_based,,9
user_00388,movie_0861,2025-04-13,similar_users,0.896,18
user_07907,movie_0370,2024-09-27,similar_users,0.228,1
user_02398,movie_0072,2024-03-31,new_releases,0.233,18
user_07258,movie_0246,2025-09-19,trending,0.309,9
user_09723,movie_0611,2025-12-23,trending,0.811,17
user_00949,movie_0236,2025-01-27,trending,0.186,17
user_03154,movie_0514,2025-05-20,personalized,0.185,18
user_01197,movie_0046,2025-10-30,new_releases,0.737,20
user_04537,movie_0151,2025-05-25,personalized,0.408,20
user_07366,movie_0444,2025-07-02,new_releases,0.852,20
user_05739,movie_0174,2025-07-19,new_releases,,19
user_03460,movie_0391,2025-05-27,genre_based,0.859,14
user_04377,movie_0237,2024-04-26,personalized,0.605,15
user_06190,movie_0763,2025-06-09,personalized,0.781,13
user_00475,movie_0477,2025-02-14,personalized,0.922,4
user_05747,movie_0756,2025-02-03,trending,0.618,19
user_00643,movie_0460,2025-01-12,genre_based,0.467,6
user_01133,movie_0933,2024-04-23,genre_based,0.221,6
user_09954,movie_0179,2025-05-22,similar_users,0.488,2
user_03500,movie_0214,2024-11-06,new_releases,0.362,8
user_04235,movie_0783,2025-01-28,new_releases,0.206,16
user_00361,movie_0865,2024-03-07,trending,0.792,13
user_02367,movie_0493,2024-05-24,trending,0.221,7
user_07674,movie_0613,2024-11-14,genre_based,0.253,4
user_07896,movie_0561,2024-05-06,similar_users,0.417,1
user_02053,movie_0300,2025-09-10,similar_users,0.843,10
user_05233,movie_0368,2025-02-25,new_releases,,13
user_00039,movie_0144,2025-03-31,genre_based,0.503,6
user_07042,movie_0811,2025-06-11,genre_based,,14
user_04085,movie_0350,2024-04-17,similar_users,0.547,6
user_00217,movie_0106,2024-12-28,personalized,0.964,13
user_01313,movie_0273,2025-12-18,trending,0.227,12
user_04151,movie_0056,2025-09-05,new_releases,0.847,15
user_02580,movie_0492,2024-07-07,new_releases,0.515,8
user_03343,movie_0652,2025-03-26,similar_users,0.724,7
user_07435,movie_0860,2025-01-09,trending,0.962,11
user_03870,movie_0954,2024-11-23,new_releases,0.543,19
user_04375,movie_0280,2024-06-04,trending,0.734,6
user_02689,movie_0428,2024-12-03,new_releases,,3
user_04674,movie_0540,2024-06-17,similar_users,0.973,20
user_07805,movie_0470,2024-03-06,personalized,,12
user_05526,movie_0837,2024-09-02,trending,0.642,5
user_00486,movie_0340,2025-10-15,new_releases,0.335,14
user_03021,movie_0570,2024-11-15,personalized,0.392,18
user_03028,movie_0793,2025-12-23,trending,0.305,4
user_02838,movie_0172,2025-05-23,new_releases,,15
user_07846,movie_0507,2025-12-17,new_releases,0.513,5
user_00572,movie_0811,2025-11-27,new_releases,0.772,6
user_02646,movie_0473,2024-02-09,similar_users,0.531,2
user_02236,movie_0658,2025-05-21,genre_based,0.383,6
user_07652,movie_0973,2024-07-25,personalized,0.843,2
user_00106,movie_0142,2025-03-18,personalized,0.228,4
user_08716,movie_0021,2025-07-16,genre_based,0.474,8
user_00920,movie_0336,2025-11-18,similar_users,0.225,9
user_07847,movie_0168,2025-10-05,similar_users,0.13,15
user_05668,movie_0142,2024-07-09,new_releases,0.376,7
user_08265,movie_0111,2024-04-06,genre_based,0.741,5
user_06186,movie_0449,2024-11-18,new_releases,0.549,5
user_09425,movie_0218,2025-12-14,new_releases,0.788,1
user_09087,movie_0850,2024-04-08,trending,0.539,14
user_02804,movie_0555,2025-11-11,similar_users,0.153,5
user_09543,movie_0707,2024-01-08,new_releases,,19
user_04641,movie_0018,2025-03-17,similar_users,0.476,16
user_02208,movie_0693,2025-02-27,trending,0.645,3
user_05292,movie_0689,2025-07-05,personalized,,8
user_04978,movie_0514,2024-11-02,new_releases,0.756,2
user_04519,movie_0909,2024-04-20,genre_based,0.227,4
user_05805,movie_0093,2025-01-17,trending,0.358,3
user_03981,movie_0112,2025-08-04,personalized,,5
user_07076,movie_0778,2025-03-12,trending,0.742,17
user_08412,movie_0989,2024-04-04,genre_based,0.926,5
user_09724,movie_0381,2025-06-02,genre_based,0.82,13
user_03316,movie_0179,2025-09-01,new_releases,0.519,10
user_09616,movie_0776,2025-09-20,new_releases,0.243,20
user_02969,movie_0628,2024-06-16,personalized,0.162,20
user_00146,movie_0422,2025-09-14,personalized,0.837,20
user_00230,movie_0573,2024-02-15,personalized,0.582,10
user_00313,movie_0286,2025-12-16,personalized,,9
user_07671,movie_0444,2025-05-04,personalized,0.737,19
user_02526,movie_0047,2025-01-16,personalized,0.822,8
user_04570,movie_0604,2024-04-06,genre_based,0.236,10
user_03686,movie_0017,2024-05-14,new_releases,0.416,14
user_00273,movie_0562,2024-02-20,new_releases,0.27,8
user_04123,movie_0955,2024-04-16,trending,,7
user_00066,movie_0108,2024-05-26,trending,0.369,12
user_06762,movie_0633,2024-03-10,trending,0.985,12
user_03391,movie_0253,2024-08-07,genre_based,0.288,8
user_06569,movie_0859,2025-09-05,personalized,0.387,20
user_05160,movie_0650,2025-08-26,personalized,0.579,10
user_04375,movie_0654,2024-01-20,new_releases,0.557,12
user_06556,movie_0243,2024-07-04,genre_based,0.982,3
user_05628,movie_0790,2025-10-10,personalized,0.679,11
user_08883,movie_0946,2024-12-02,genre_based,0.471,4
user_08787,movie_0594,2024-01-05,similar_users,0.111,11
user_05531,movie_0210,2024-10-26,trending,0.896,20
user_06902,movie_0628,2024-10-22,trending,0.732,6
user_02647,movie_0559,2024-12-19,genre_based,0.297,10
user_02044,movie_0788,2024-11-08,genre_based,0.642,3
user_02327,movie_0244,2024-01-11,similar_users,0.215,9
user_09993,movie_0037,2025-01-26,similar_users,0.964,14
user_02782,movie_0809,2024-11-29,genre_based,0.337,12
user_07298,movie_0309,2024-07-25,personalized,0.765,14
user_05732,movie_0770,2025-05-02,personalized,0.15,6
user_00558,movie_0475,2025-07-05,personalized,0.693,16
